26
1,Drill_Left_12_n0p431_d0p867.png,Drill_Right_12_n0p431_d0p867.png,156.10520000000002,30.6094,594.1273000000001,-0.24889000000000003,0.5001500000000001,-0.39953000000000005,0.7268300000000001
1,Drill_Left_144_n1p048_d0p855.png,Drill_Right_144_n1p048_d0p855.png,-46.922250000000005,-67.65782,666.4308900000001,0.5300900000000001,-0.8443700000000001,0.041310000000000006,-0.06585
1,Drill_Left_146_n0p276_d0p924.png,Drill_Right_146_n0p276_d0p924.png,100.94867,56.445510000000006,803.3871800000001,-0.15215,-0.6592800000000001,-0.7272200000000001,0.11553000000000001
1,Drill_Left_148_n0p888_d0p726.png,Drill_Right_148_n0p888_d0p726.png,-48.111610000000006,-52.800380000000004,859.80433,0.8293900000000001,-0.13759000000000002,0.12912,0.52585
1,Drill_Left_152_n0p386_d0p698.png,Drill_Right_152_n0p386_d0p698.png,69.11535,-164.6023,720.4744000000001,0.39811,-0.6858900000000001,-0.31518,0.5212800000000001
1,Drill_Left_7_n0p446_d0p739.png,Drill_Right_7_n0p446_d0p739.png,358.67625000000004,-146.35834,931.1920000000001,0.31153000000000003,0.9137900000000001,0.25552,-0.051370000000000006
2,EVA_Handrail_Left_31_n1p082_d0p818.png,EVA_Handrail_Right_31_n1p082_d0p818.png,-100.79998,-165.48847,938.63944,-0.09133,-0.35417,-0.87077,0.32859,-68.65391,-140.16532,914.53248,-0.32859,-0.87077,0.35417,-0.09133
2,EVA_Handrail_Left_32_n0p251_d0p718.png,EVA_Handrail_Right_32_n0p251_d0p718.png,39.18587,-121.46516,869.78563,0.72286,-0.13105,0.55372,-0.39203,59.21132,-90.20044,840.16678,0.39203,0.55372,0.13105,0.72286
2,EVA_Handrail_Left_36_n0p931_d0p913.png,EVA_Handrail_Right_36_n0p931_d0p913.png,-30.29986,-36.89707,778.36411,0.7079,-0.32401,-0.1357,-0.61276,15.08116,-35.0409,764.47544,0.61276,-0.1357,0.32401,0.7079
2,EVA_Handrail_Left_39_n0p968_d0p741.png,EVA_Handrail_Right_39_n0p968_d0p741.png,88.62651,-177.7721,913.65196,0.4519,0.52189,0.06287,0.72074,60.80483,-205.4935,940.35881,-0.72074,0.06287,-0.52189,0.4519
2,EVA_Handrail_Left_43_n1p196_d0p897.png,EVA_Handrail_Right_43_n1p196_d0p897.png,-90.99836,-227.09024,890.85595,0.84853,-0.33808,-0.11018,-0.39186,-55.87527,-205.03858,867.70709,0.39186,-0.11018,0.33808,0.84853
2,EVA_Handrail_Left_51_n0p651_d0p575.png,EVA_Handrail_Right_51_n0p651_d0p575.png,28.06547,-141.33753,866.81924,0.95244,-0.29424,-0.0122,-0.07834,35.49416,-102.64967,840.28923,0.07834,-0.0122,0.29424,0.95244
3,RFID_Reader_Left_103_n0p450_d0p654.png,RFID_Reader_Right_103_n0p450_d0p654.png,85.45837,125.49324,806.28914,0.40375,-0.86269,0.13375,-0.27362
3,RFID_Reader_Left_104_n1p105_d0p761.png,RFID_Reader_Right_104_n1p105_d0p761.png,54.19485,123.28948,808.2956,0.39315,-0.83305,-0.15443,0.35722
3,RFID_Reader_Left_154_n0p954_d0p820.png,RFID_Reader_Right_154_n0p954_d0p820.png,-19.67514,-131.90127,856.35885,0.49605,-0.78446,-0.19181,0.31899
3,RFID_Reader_Left_162_n0p602_d0p853.png,RFID_Reader_Right_162_n0p602_d0p853.png,63.04241,-67.87418,840.31319,0.60407,-0.30813,-0.73491,0.0083
3,RFID_Reader_Left_23_n0p322_d0p812.png,RFID_Reader_Right_23_n0p322_d0p812.png,62.69544,11.18096,800.00837,0.3436,-0.64448,0.3251,-0.60075
3,RFID_Reader_Left_57_n0p826_d0p769.png,RFID_Reader_Right_57_n0p826_d0p769.png,18.84779,44.43702,876.86262,0.38506,-0.8274,-0.16217,0.37528
3,RFID_Reader_Left_58_n1p179_d0p784.png,RFID_Reader_Right_58_n1p179_d0p784.png,35.45402,14.26507,899.81955,0.17262,-0.35473,-0.36462,0.84346
4,Soft_Box_Left_10_n0p557_d0p808.png,Soft_Box_Right_10_n0p557_d0p808.png,-165.38829,-170.53998,870.08267,-0.17099,0.66307,0.56004,0.46631
4,Soft_Box_Left_11_n0p255_d0p766.png,Soft_Box_Right_11_n0p255_d0p766.png,162.98076,-142.52833,849.84781,0.67978,-0.24041,-0.66506,0.19442
4,Soft_Box_Left_12_n1p141_d0p828.png,Soft_Box_Right_12_n1p141_d0p828.png,36.61313,-4.98072,711.67409,0.89387,0.43565,0.06148,0.08619
4,Soft_Box_Left_13_n0p970_d0p811.png,Soft_Box_Right_13_n0p970_d0p811.png,-72.09099,184.1804,661.10893,0.33219,0.90571,-0.24911,0.08531
4,Soft_Box_Left_17_n0p704_d0p602.png,Soft_Box_Right_17_n0p704_d0p602.png,-212.51793,-103.02986,805.34524,0.43406,-0.56164,0.68181,0.17687
4,Soft_Box_Left_20_n1p084_d0p713.png,Soft_Box_Right_20_n1p084_d0p713.png,-23.69259,72.38264,656.04206,0.34338,0.18737,0.82576,0.40633
4,Soft_Box_Left_23_n0p290_d0p562.png,Soft_Box_Right_23_n0p290_d0p562.png,199.31376,-40.02188,710.87775,-0.31266,0.10492,-0.30631,-0.89298
